Clave del centro de trabajo,Clave del turno,Nombre del turno,Nombre del centro de trabajo,Tipo educativo,Nivel educativo,Servicio educativo,Nombre del control (Público o Privado),Tipo de sostenimiento,Clave de la entidad federativa,Nombre de la entidad,Clave del municipio o delegación,Nombre del municipio o delegación,Clave de la localidad,Nombre de localidad,Domicilio,Número exterior,Entre la calle,Y la calle,Calle posterior,Colonia,Nombre de la colonia,Código postal,Clave lada,Teléfono,Extensión del teléfono,Página web,Alumnos total (hombres),Alumnos total (mujeres),Alumnos total,Docentes total (hombres),Docentes total (mujeres),Docentes total,Aulas en uso,Aulas existentes,"Tipo de localidad U - Urbano, R - Rural","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados, minutos y segundos","Ubicación de la escuela-localidad al Oeste del Meridiano de Greenwich, expresada en grados","Ubicación de la escuela-localidad al norte del Ecuador, expresada en grados"
02ECB0006J,2,VESPERTINO,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL GUADALUPE VICTORIA,MEDIA SUPERIOR,MEDIA SUPERIOR,BACHILLERATO GENERAL,PÚBLICO,ESTATAL,2,BAJA CALIFORNIA,2,MEXICALI,185,CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES),CALZADA DE LOS INSURGENTES,0,CALLE DIECIOCHOAVA,CALLE VEINTEAVA,AVENIDA VICENTE GUERRERO,5,GUADALUPE VICTORIA,21720,6585162237,6585162237,,,,,,,,,,,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
02EPR0261F,1,MATUTINO,24 DE OCTUBRE,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,ESTATAL,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE BUGAMBILIA,0,CALLE SAN PEDRO,AVENIDA LAS TORRES,CALLE SAN PEDRO,274,LOMAS DEL MATAMOROS,0,6647010881,6647010881,,,283,227,510,5,11,16,16,17,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PBT0024V,3,NOCTURNO,NUEVO MILENIO,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE DÍAZ MIRÓN,0,CALLE CARRILLO PUERTO,CALLE MADERO,CALLE ECONOMISTA REVOLUCIONARIO,82,ZONA CENTRO,22000,6646384381,6646384381,,,,,,,,,,,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PBT0024V,2,VESPERTINO,NUEVO MILENIO,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE DÍAZ MIRÓN,0,CALLE CARRILLO PUERTO,CALLE MADERO,CALLE ECONOMISTA REVOLUCIONARIO,82,ZONA CENTRO,22000,6646384381,6646384381,,,,,,,,,,,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PBT0024V,1,MATUTINO,NUEVO MILENIO,CAPACITACIÓN,FORMACIÓN PARA EL TRABAJO,FORMACIÓN PARA EL TRABAJO,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE DÍAZ MIRÓN,0,CALLE CARRILLO PUERTO,CALLE MADERO,CALLE ECONOMISTA REVOLUCIONARIO,82,ZONA CENTRO,22000,6646384381,6646384381,,,,,,,,,,,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PCT0028Q,2,VESPERTINO,BACHILLERATO TECNOLOGICO DE LA ESCUELA EN ELECTRONICA DIGITAL,MEDIA SUPERIOR,MEDIA SUPERIOR,TECNOLÓGICO,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,AVENIDA 40 SUR,0,CALLE E,CALLE D,AVENIDA ATOYAC,294,LUNA PARK,22127,6643817359,6643817359,,,,,,,,,,,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PCT0028Q,1,MATUTINO,BACHILLERATO TECNOLOGICO DE LA ESCUELA EN ELECTRONICA DIGITAL,MEDIA SUPERIOR,MEDIA SUPERIOR,TECNOLÓGICO,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,AVENIDA 40 SUR,0,CALLE E,CALLE D,AVENIDA ATOYAC,294,LUNA PARK,22127,6643817359,6643817359,,,,,,,,,,,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02EPR0500P,2,VESPERTINO,JESUS BLANCORNELAS,BÁSICA,PRIMARIA,GENERAL,PÚBLICO,ESTATAL,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO NINGUNO,855,HACIENDA CASA GRANDE,22101,,,,,135,133,268,8,2,10,10,14,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02EST0012K,1,MATUTINO,ESCUELA SECUNDARIA TECNICA NUM. 1 LIBERTADORES DE AMERICA,BÁSICA,SECUNDARIA,TÉCNICA,PÚBLICO,ESTATAL,2,BAJA CALIFORNIA,2,MEXICALI,1,MEXICALI,CALLE F,0,AVENIDA CARROCEROS,AVENIDA TAPICEROS,CALLE G,90,INDUSTRIAL,21010,6865545929,6865545929,,,200,206,406,8,9,17,12,12,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
02PPR0074R,1,MATUTINO,COLEGIO REAL DE MINAS,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE GENERAL LÁZARO CÁRDENAS,136,CALLE C 11,CALLE C10,CALLE NINGUNO,822,EJIDO FRANCISCO VILLA,22235,6649014870,6649014870,,,79,68,147,1,5,6,6,12,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PPR0104V,1,MATUTINO,COLEGIO EL ARCA,BÁSICA,PRIMARIA,GENERAL,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,AVENIDA PASEO A PLAYAS DE TIJUANA,0,CALLE DEL AGUA,CALLE PARQUE AZTECA NORTE,CALLE DEL CANTIL,875,JARDINES PLAYAS DE TIJUANA,22500,6646308109,6646308109,,,145,117,262,3,3,6,12,12,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PJN0146D,1,MATUTINO,AMOR,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE TERCER BALCÓN,0,CALLE CASCADAS,CALLE BALCONES,CALLE CUARTO BALCÓN,267,LOMAS CUNJUNTO RESIDENCIAL,0,6646860444,6646860444,,,23,26,49,0,3,3,3,4,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PJN0304C,1,MATUTINO,ALEGRIA,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,4,TIJUANA,1,TIJUANA,CALLE ROMANO,13801,AVENIDA ERMITA NORTE,CALLE QUINTA ALTA,CALLE BACATETE,184,GERTRUDIS GREEN,22106,6646080982,6646080982,,,12,15,27,0,2,2,3,7,,117:4:48.00 W,32:29:49.20 N,-117.08,32.497
02PJN0458F,1,MATUTINO,MY LEARNING HOUSE,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,2,MEXICALI,1,MEXICALI,AVENIDA PLATEROS SUR,2092,BOULEVARD JUSTO SIERRA,CALLE 10 DE ABRIL,AVENIDA HERREROS,620,BUROCRATA,21020,6865545322,6865545322,,,14,24,38,0,3,3,3,6,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
02PJN0617D,1,MATUTINO,COLEGIO MIGUEL DE CERVANTES SAAVEDRA HIGH QUALITY EDUCATION,BÁSICA,PREESCOLAR,GENERAL,PRIVADO,PRIVADO,2,BAJA CALIFORNIA,2,MEXICALI,1,MEXICALI,CALLE MIRABUENO,0,AVENIDA FRESNILLO,AVENIDA ZACATECANA,CALLE MONTE MORELOS,235,NINGUNO,21380,6869621165,6869621165,,,39,25,64,0,2,2,2,2,,115:28:12.00 W,32:37:55.20 N,-115.47,32.632
02NDI0047J,4,DISCONTINUO,"GUARDERIA GOMY, S.C.",INICIAL,INICIAL,LACTANTE Y MATERNAL,PÚBLICO,FEDERAL,2,BAJA CALIFORNIA,1,ENSENADA,1,ENSENADA,CALLE AQUILES SERDÁN,1738,CALLE CORAL,CALLE 9,AVENIDA MÉXICO,33,DELGADO (NIÑOS HÉROES),22840,6461770195,6461770195,,,73,43,116,0,0,0,8,8,,116:35:60.00 W,31:48:18.00 N,-116.6,31.805
