"","ent","cve","nivel","servicio","total","alumnos","docentes"
"10357","PUEBLA","21079","PREESCOLAR","GENERAL",3,274,8
"10358","PUEBLA","21079","PRIMARIA","GENERAL",3,712,24
"10359","PUEBLA","21079","SECUNDARIA","TELESECUNDARIA",3,224,9
"10360","PUEBLA","21080","PREESCOLAR","INDÍGENA",2,101,5
"10361","PUEBLA","21080","PRIMARIA","GENERAL",1,124,6
"10362","PUEBLA","21080","PRIMARIA","INDÍGENA",1,180,6
"10363","PUEBLA","21080","SECUNDARIA","TELESECUNDARIA",2,227,11
"10364","PUEBLA","21081","PREESCOLAR","COMUNITARIO",6,67,5
"10365","PUEBLA","21081","PREESCOLAR","GENERAL",3,150,3
"10366","PUEBLA","21081","PRIMARIA","GENERAL",8,479,16
"10367","PUEBLA","21081","SECUNDARIA","COMUNITARIO",1,7,2
"10368","PUEBLA","21081","SECUNDARIA","TELESECUNDARIA",5,223,8
"10369","PUEBLA","21082","PREESCOLAR","COMUNITARIO",2,12,2
"10370","PUEBLA","21082","PREESCOLAR","GENERAL",2,285,10
"10371","PUEBLA","21082","PREESCOLAR","INDÍGENA",3,157,4
"10372","PUEBLA","21082","PRIMARIA","GENERAL",9,1068,36
"10373","PUEBLA","21082","SECUNDARIA","GENERAL",1,509,18
"10374","PUEBLA","21082","SECUNDARIA","TÉCNICA",1,122,1
"10375","PUEBLA","21082","SECUNDARIA","TELESECUNDARIA",1,76,2
"10376","PUEBLA","21083","PREESCOLAR","COMUNITARIO",63,511,66
"10377","PUEBLA","21083","PREESCOLAR","GENERAL",16,746,13
"10378","PUEBLA","21083","PREESCOLAR","INDÍGENA",9,164,0
"10379","PUEBLA","21083","PRIMARIA","COMUNITARIO",24,159,22
"10380","PUEBLA","21083","PRIMARIA","GENERAL",53,2552,90
"10381","PUEBLA","21083","PRIMARIA","INDÍGENA",11,444,10
"10382","PUEBLA","21083","SECUNDARIA","COMUNITARIO",13,73,13
"10383","PUEBLA","21083","SECUNDARIA","TÉCNICA",1,140,7
"10384","PUEBLA","21083","SECUNDARIA","TELESECUNDARIA",30,1354,58
"10385","PUEBLA","21084","PREESCOLAR","COMUNITARIO",1,8,1
"10386","PUEBLA","21084","PREESCOLAR","GENERAL",1,92,3
"10387","PUEBLA","21084","PREESCOLAR","INDÍGENA",5,171,6
"10388","PUEBLA","21084","PRIMARIA","COMUNITARIO",1,12,1
"10389","PUEBLA","21084","PRIMARIA","GENERAL",1,441,18
"10390","PUEBLA","21084","PRIMARIA","INDÍGENA",5,478,24
"10391","PUEBLA","21084","SECUNDARIA","COMUNITARIO",1,0,0
"10392","PUEBLA","21084","SECUNDARIA","TÉCNICA",1,297,9
"10393","PUEBLA","21085","PREESCOLAR","COMUNITARIO",14,144,17
"10394","PUEBLA","21085","PREESCOLAR","GENERAL",41,3790,116
"10395","PUEBLA","21085","PREESCOLAR","INDÍGENA",3,145,3
"10396","PUEBLA","21085","PRIMARIA","COMUNITARIO",10,85,10
"10397","PUEBLA","21085","PRIMARIA","GENERAL",57,9740,333
"10398","PUEBLA","21085","SECUNDARIA","COMUNITARIO",6,37,6
"10399","PUEBLA","21085","SECUNDARIA","GENERAL",9,3046,122
"10400","PUEBLA","21085","SECUNDARIA","TÉCNICA",3,573,25
"10401","PUEBLA","21085","SECUNDARIA","TELESECUNDARIA",19,1364,60
"10402","PUEBLA","21086","PREESCOLAR","COMUNITARIO",15,124,16
"10403","PUEBLA","21086","PREESCOLAR","GENERAL",8,287,4
"10404","PUEBLA","21086","PREESCOLAR","INDÍGENA",8,223,2
"10405","PUEBLA","21086","PRIMARIA","COMUNITARIO",11,115,12
"10406","PUEBLA","21086","PRIMARIA","GENERAL",12,1084,47
"10407","PUEBLA","21086","PRIMARIA","INDÍGENA",7,310,7
"10408","PUEBLA","21086","SECUNDARIA","COMUNITARIO",1,6,1
"10409","PUEBLA","21086","SECUNDARIA","TELESECUNDARIA",12,612,27
"10410","PUEBLA","21087","PREESCOLAR","COMUNITARIO",8,40,8
"10411","PUEBLA","21087","PREESCOLAR","GENERAL",8,498,10
"10412","PUEBLA","21087","PRIMARIA","COMUNITARIO",5,48,5
"10413","PUEBLA","21087","PRIMARIA","GENERAL",12,1615,57
"10414","PUEBLA","21087","SECUNDARIA","COMUNITARIO",5,31,5
"10415","PUEBLA","21087","SECUNDARIA","TÉCNICA",1,79,4
"10416","PUEBLA","21087","SECUNDARIA","TELESECUNDARIA",5,634,22
"10417","PUEBLA","21088","PREESCOLAR","COMUNITARIO",5,46,5
"10418","PUEBLA","21088","PREESCOLAR","GENERAL",2,95,2
"10419","PUEBLA","21088","PREESCOLAR","INDÍGENA",4,75,0
"10420","PUEBLA","21088","PRIMARIA","COMUNITARIO",3,48,3
"10421","PUEBLA","21088","PRIMARIA","GENERAL",4,349,15
"10422","PUEBLA","21088","PRIMARIA","INDÍGENA",4,188,7
"10423","PUEBLA","21088","SECUNDARIA","COMUNITARIO",2,39,2
"10424","PUEBLA","21088","SECUNDARIA","TELESECUNDARIA",4,164,7
"10425","PUEBLA","21089","PREESCOLAR","COMUNITARIO",4,35,4
"10426","PUEBLA","21089","PREESCOLAR","GENERAL",3,205,6
"10427","PUEBLA","21089","PREESCOLAR","INDÍGENA",7,427,10
"10428","PUEBLA","21089","PRIMARIA","COMUNITARIO",1,6,1
"10429","PUEBLA","21089","PRIMARIA","GENERAL",7,1280,49
"10430","PUEBLA","21089","PRIMARIA","INDÍGENA",6,405,13
"10431","PUEBLA","21089","SECUNDARIA","COMUNITARIO",1,12,1
"10432","PUEBLA","21089","SECUNDARIA","TELESECUNDARIA",9,777,30
"10433","PUEBLA","21090","PREESCOLAR","GENERAL",7,1024,34
"10434","PUEBLA","21090","PRIMARIA","GENERAL",7,3112,87
"10435","PUEBLA","21090","SECUNDARIA","GENERAL",1,257,14
"10436","PUEBLA","21090","SECUNDARIA","TÉCNICA",2,1362,34
"10437","PUEBLA","21090","SECUNDARIA","TELESECUNDARIA",3,311,11
"10438","PUEBLA","21091","PREESCOLAR","GENERAL",4,371,15
"10439","PUEBLA","21091","PREESCOLAR","INDÍGENA",1,68,2
"10440","PUEBLA","21091","PRIMARIA","GENERAL",4,1431,47
"10441","PUEBLA","21091","SECUNDARIA","TELESECUNDARIA",2,280,10
"10442","PUEBLA","21092","PREESCOLAR","GENERAL",3,152,3
"10443","PUEBLA","21092","PREESCOLAR","INDÍGENA",4,152,3
"10444","PUEBLA","21092","PRIMARIA","GENERAL",6,702,28
"10445","PUEBLA","21092","SECUNDARIA","TELESECUNDARIA",5,225,8
"10446","PUEBLA","21093","PREESCOLAR","COMUNITARIO",2,12,2
"10447","PUEBLA","21093","PREESCOLAR","GENERAL",4,224,5
"10448","PUEBLA","21093","PREESCOLAR","INDÍGENA",3,96,3
"10449","PUEBLA","21093","PRIMARIA","COMUNITARIO",1,8,1
"10450","PUEBLA","21093","PRIMARIA","GENERAL",10,904,29
"10451","PUEBLA","21093","PRIMARIA","INDÍGENA",1,41,2
"10452","PUEBLA","21093","SECUNDARIA","TELESECUNDARIA",7,417,16
"10453","PUEBLA","21094","PREESCOLAR","COMUNITARIO",9,81,9
"10454","PUEBLA","21094","PREESCOLAR","GENERAL",17,1402,45
"10455","PUEBLA","21094","PREESCOLAR","INDÍGENA",4,111,2
"10456","PUEBLA","21094","PRIMARIA","COMUNITARIO",2,19,2
"10457","PUEBLA","21094","PRIMARIA","GENERAL",22,4540,150
"10458","PUEBLA","21094","PRIMARIA","INDÍGENA",5,268,11
"10459","PUEBLA","21094","SECUNDARIA","COMUNITARIO",1,8,1
"10460","PUEBLA","21094","SECUNDARIA","GENERAL",2,709,24
"10461","PUEBLA","21094","SECUNDARIA","TÉCNICA",1,744,18
"10462","PUEBLA","21094","SECUNDARIA","TELESECUNDARIA",8,901,30
"10463","PUEBLA","21095","PREESCOLAR","INDÍGENA",1,43,1
"10464","PUEBLA","21095","PRIMARIA","GENERAL",1,88,3
"10465","PUEBLA","21095","SECUNDARIA","TELESECUNDARIA",1,35,2
"10466","PUEBLA","21096","PREESCOLAR","COMUNITARIO",2,7,2
"10467","PUEBLA","21096","PREESCOLAR","GENERAL",2,113,3
"10468","PUEBLA","21096","PRIMARIA","COMUNITARIO",1,10,1
"10469","PUEBLA","21096","PRIMARIA","GENERAL",3,344,12
"10470","PUEBLA","21096","SECUNDARIA","COMUNITARIO",1,4,1
"10471","PUEBLA","21096","SECUNDARIA","TELESECUNDARIA",2,159,6
"10472","PUEBLA","21097","PREESCOLAR","GENERAL",2,129,3
"10473","PUEBLA","21097","PRIMARIA","GENERAL",2,306,9
"10474","PUEBLA","21097","SECUNDARIA","TELESECUNDARIA",1,144,6
"10475","PUEBLA","21098","PREESCOLAR","GENERAL",5,284,5
"10476","PUEBLA","21098","PRIMARIA","GENERAL",6,802,31
"10477","PUEBLA","21098","SECUNDARIA","GENERAL",1,96,5
"10478","PUEBLA","21098","SECUNDARIA","TÉCNICA",1,146,7
"10479","PUEBLA","21098","SECUNDARIA","TELESECUNDARIA",3,161,6
"10480","PUEBLA","21099","PREESCOLAR","COMUNITARIO",9,94,11
"10481","PUEBLA","21099","PREESCOLAR","GENERAL",15,752,17
"10482","PUEBLA","21099","PRIMARIA","COMUNITARIO",6,68,6
"10483","PUEBLA","21099","PRIMARIA","GENERAL",21,2707,93
"10484","PUEBLA","21099","SECUNDARIA","COMUNITARIO",2,22,2
"10485","PUEBLA","21099","SECUNDARIA","TÉCNICA",1,386,13
"10486","PUEBLA","21099","SECUNDARIA","TELESECUNDARIA",13,757,28
"10487","PUEBLA","21100","PREESCOLAR","COMUNITARIO",3,31,3
"10488","PUEBLA","21100","PREESCOLAR","INDÍGENA",11,456,13
"10489","PUEBLA","21100","PRIMARIA","GENERAL",8,1018,39
"10490","PUEBLA","21100","PRIMARIA","INDÍGENA",7,310,9
"10491","PUEBLA","21100","SECUNDARIA","TELESECUNDARIA",8,638,24
"10492","PUEBLA","21101","PREESCOLAR","GENERAL",5,134,2
"10493","PUEBLA","21101","PREESCOLAR","INDÍGENA",1,18,0
"10494","PUEBLA","21101","PRIMARIA","GENERAL",5,338,13
"10495","PUEBLA","21101","PRIMARIA","INDÍGENA",1,41,1
"10496","PUEBLA","21101","SECUNDARIA","TÉCNICA",1,145,5
"10497","PUEBLA","21101","SECUNDARIA","TELESECUNDARIA",1,44,2
"10498","PUEBLA","21102","PREESCOLAR","GENERAL",1,340,12
"10499","PUEBLA","21102","PREESCOLAR","INDÍGENA",2,262,7
"10500","PUEBLA","21102","PRIMARIA","GENERAL",3,1355,47
"10501","PUEBLA","21102","PRIMARIA","INDÍGENA",1,374,12
"10502","PUEBLA","21102","SECUNDARIA","TÉCNICA",1,563,20
"10503","PUEBLA","21102","SECUNDARIA","TELESECUNDARIA",1,130,5
"10504","PUEBLA","21103","PREESCOLAR","COMUNITARIO",2,8,2
"10505","PUEBLA","21103","PREESCOLAR","GENERAL",4,260,7
"10506","PUEBLA","21103","PREESCOLAR","INDÍGENA",1,22,0
"10507","PUEBLA","21103","PRIMARIA","COMUNITARIO",3,32,3
"10508","PUEBLA","21103","PRIMARIA","GENERAL",4,857,30
"10509","PUEBLA","21103","SECUNDARIA","COMUNITARIO",1,6,1
"10510","PUEBLA","21103","SECUNDARIA","TELESECUNDARIA",2,374,13
"10511","PUEBLA","21104","PREESCOLAR","COMUNITARIO",1,7,1
"10512","PUEBLA","21104","PREESCOLAR","GENERAL",11,1073,33
"10513","PUEBLA","21104","PRIMARIA","COMUNITARIO",1,22,2
"10514","PUEBLA","21104","PRIMARIA","GENERAL",13,3773,123
"10515","PUEBLA","21104","SECUNDARIA","GENERAL",2,330,13
"10516","PUEBLA","21104","SECUNDARIA","TELESECUNDARIA",6,1031,37
"10517","PUEBLA","21105","PREESCOLAR","COMUNITARIO",8,39,8
"10518","PUEBLA","21105","PREESCOLAR","GENERAL",3,177,5
"10519","PUEBLA","21105","PRIMARIA","COMUNITARIO",3,31,3
"10520","PUEBLA","21105","PRIMARIA","GENERAL",4,584,17
"10521","PUEBLA","21105","PRIMARIA","INDÍGENA",2,49,0
"10522","PUEBLA","21105","SECUNDARIA","TELESECUNDARIA",4,255,10
"10523","PUEBLA","21106","PREESCOLAR","COMUNITARIO",3,64,5
"10524","PUEBLA","21106","PREESCOLAR","GENERAL",13,1327,31
"10525","PUEBLA","21106","PREESCOLAR","INDÍGENA",2,213,8
"10526","PUEBLA","21106","PRIMARIA","GENERAL",15,3780,121
"10527","PUEBLA","21106","PRIMARIA","INDÍGENA",2,340,10
"10528","PUEBLA","21106","SECUNDARIA","COMUNITARIO",1,26,1
"10529","PUEBLA","21106","SECUNDARIA","GENERAL",1,170,10
"10530","PUEBLA","21106","SECUNDARIA","TÉCNICA",3,468,10
"10531","PUEBLA","21106","SECUNDARIA","TELESECUNDARIA",5,661,29
"10532","PUEBLA","21107","PREESCOLAR","COMUNITARIO",6,53,6
"10533","PUEBLA","21107","PREESCOLAR","GENERAL",3,175,4
"10534","PUEBLA","21107","PREESCOLAR","INDÍGENA",10,352,6
"10535","PUEBLA","21107","PRIMARIA","COMUNITARIO",5,38,5
"10536","PUEBLA","21107","PRIMARIA","GENERAL",6,795,41
"10537","PUEBLA","21107","PRIMARIA","INDÍGENA",8,807,31
"10538","PUEBLA","21107","SECUNDARIA","COMUNITARIO",1,13,1
"10539","PUEBLA","21107","SECUNDARIA","TÉCNICA",2,187,7
"10540","PUEBLA","21107","SECUNDARIA","TELESECUNDARIA",5,699,27
"10541","PUEBLA","21108","PREESCOLAR","COMUNITARIO",1,18,2
"10542","PUEBLA","21108","PREESCOLAR","GENERAL",5,683,22
"10543","PUEBLA","21108","PREESCOLAR","INDÍGENA",2,140,6
"10544","PUEBLA","21108","PRIMARIA","GENERAL",9,2600,85
"10545","PUEBLA","21108","SECUNDARIA","COMUNITARIO",1,17,1
"10546","PUEBLA","21108","SECUNDARIA","GENERAL",1,601,10
"10547","PUEBLA","21108","SECUNDARIA","TELESECUNDARIA",6,539,18
"10548","PUEBLA","21109","PREESCOLAR","COMUNITARIO",11,107,12
"10549","PUEBLA","21109","PREESCOLAR","GENERAL",8,353,9
"10550","PUEBLA","21109","PREESCOLAR","INDÍGENA",8,600,15
"10551","PUEBLA","21109","PRIMARIA","COMUNITARIO",1,0,0
"10552","PUEBLA","21109","PRIMARIA","GENERAL",20,2477,87
"10553","PUEBLA","21109","PRIMARIA","INDÍGENA",5,492,15
"10554","PUEBLA","21109","SECUNDARIA","COMUNITARIO",1,0,0
"10555","PUEBLA","21109","SECUNDARIA","GENERAL",1,217,7
"10556","PUEBLA","21109","SECUNDARIA","TÉCNICA",1,318,10
"10557","PUEBLA","21109","SECUNDARIA","TELESECUNDARIA",10,750,27
"10558","PUEBLA","21110","PREESCOLAR","COMUNITARIO",8,59,8
"10559","PUEBLA","21110","PREESCOLAR","GENERAL",19,1596,42
"10560","PUEBLA","21110","PRIMARIA","COMUNITARIO",4,28,4
"10561","PUEBLA","21110","PRIMARIA","GENERAL",26,6621,208
"10562","PUEBLA","21110","SECUNDARIA","TÉCNICA",4,1267,41
"10563","PUEBLA","21110","SECUNDARIA","TELESECUNDARIA",9,1178,47
"10564","PUEBLA","21111","PREESCOLAR","COMUNITARIO",5,44,5
"10565","PUEBLA","21111","PREESCOLAR","GENERAL",8,351,9
"10566","PUEBLA","21111","PREESCOLAR","INDÍGENA",17,510,5
"10567","PUEBLA","21111","PRIMARIA","COMUNITARIO",3,22,3
"10568","PUEBLA","21111","PRIMARIA","GENERAL",13,1181,44
"10569","PUEBLA","21111","PRIMARIA","INDÍGENA",19,990,27
"10570","PUEBLA","21111","SECUNDARIA","TÉCNICA",1,53,4
"10571","PUEBLA","21111","SECUNDARIA","TELESECUNDARIA",15,1095,50
"10572","PUEBLA","21112","PREESCOLAR","COMUNITARIO",1,0,0
"10573","PUEBLA","21112","PREESCOLAR","GENERAL",12,370,7
"10574","PUEBLA","21112","PREESCOLAR","INDÍGENA",5,130,3
"10575","PUEBLA","21112","PRIMARIA","GENERAL",19,1062,39
"10576","PUEBLA","21112","PRIMARIA","INDÍGENA",2,36,0
"10577","PUEBLA","21112","SECUNDARIA","GENERAL",1,259,9
"10578","PUEBLA","21112","SECUNDARIA","TELESECUNDARIA",9,342,15
"10579","PUEBLA","21113","PREESCOLAR","GENERAL",6,197,4
"10580","PUEBLA","21113","PREESCOLAR","INDÍGENA",2,38,0
"10581","PUEBLA","21113","PRIMARIA","GENERAL",10,503,16
"10582","PUEBLA","21113","SECUNDARIA","GENERAL",2,203,14
"10583","PUEBLA","21113","SECUNDARIA","TELESECUNDARIA",3,39,2
"10584","PUEBLA","21114","PREESCOLAR","COMUNITARIO",5,31,5
"10585","PUEBLA","21114","PREESCOLAR","GENERAL",316,41978,1409
"10586","PUEBLA","21114","PREESCOLAR","INDÍGENA",19,2863,94
"10587","PUEBLA","21114","PRIMARIA","GENERAL",378,134747,4218
"10588","PUEBLA","21114","PRIMARIA","INDÍGENA",12,5115,133
"10589","PUEBLA","21114","SECUNDARIA","COMUNITARIO",3,27,3
"10590","PUEBLA","21114","SECUNDARIA","GENERAL",98,33055,1233
"10591","PUEBLA","21114","SECUNDARIA","TÉCNICA",60,34386,1019
"10592","PUEBLA","21114","SECUNDARIA","TELESECUNDARIA",31,10180,319
"10593","PUEBLA","21115","PREESCOLAR","COMUNITARIO",2,19,2
"10594","PUEBLA","21115","PREESCOLAR","GENERAL",22,2473,74
"10595","PUEBLA","21115","PRIMARIA","COMUNITARIO",2,28,3
"10596","PUEBLA","21115","PRIMARIA","GENERAL",18,7793,223
"10597","PUEBLA","21115","SECUNDARIA","GENERAL",3,1608,50
"10598","PUEBLA","21115","SECUNDARIA","TÉCNICA",2,558,11
"10599","PUEBLA","21115","SECUNDARIA","TELESECUNDARIA",4,1107,38
"10600","PUEBLA","21116","PREESCOLAR","COMUNITARIO",24,243,25
"10601","PUEBLA","21116","PREESCOLAR","GENERAL",3,193,3
"10602","PUEBLA","21116","PREESCOLAR","INDÍGENA",22,871,14
"10603","PUEBLA","21116","PRIMARIA","COMUNITARIO",8,147,11
"10604","PUEBLA","21116","PRIMARIA","GENERAL",18,1717,56
"10605","PUEBLA","21116","PRIMARIA","INDÍGENA",20,1419,31
"10606","PUEBLA","21116","SECUNDARIA","COMUNITARIO",10,179,12
"10607","PUEBLA","21116","SECUNDARIA","TELESECUNDARIA",10,1278,44
"10608","PUEBLA","21117","PREESCOLAR","GENERAL",4,673,22
"10609","PUEBLA","21117","PRIMARIA","GENERAL",7,2489,81
"10610","PUEBLA","21117","SECUNDARIA","GENERAL",2,1017,33
"10611","PUEBLA","21117","SECUNDARIA","TELESECUNDARIA",1,172,7
"10612","PUEBLA","21118","PREESCOLAR","GENERAL",11,1303,41
"10613","PUEBLA","21118","PRIMARIA","GENERAL",12,4192,128
"10614","PUEBLA","21118","SECUNDARIA","GENERAL",2,645,18
"10615","PUEBLA","21118","SECUNDARIA","TELESECUNDARIA",3,497,19
"10616","PUEBLA","21119","PREESCOLAR","GENERAL",32,4030,134
"10617","PUEBLA","21119","PRIMARIA","GENERAL",24,9204,269
"10618","PUEBLA","21119","SECUNDARIA","GENERAL",8,3289,109
"10619","PUEBLA","21119","SECUNDARIA","TÉCNICA",1,820,16
"10620","PUEBLA","21119","SECUNDARIA","TELESECUNDARIA",6,1336,46
"10621","PUEBLA","21120","PREESCOLAR","COMUNITARIO",1,8,1
"10622","PUEBLA","21120","PREESCOLAR","GENERAL",1,55,1
"10623","PUEBLA","21120","PREESCOLAR","INDÍGENA",4,128,4
"10624","PUEBLA","21120","PRIMARIA","GENERAL",1,204,7
"10625","PUEBLA","21120","PRIMARIA","INDÍGENA",5,604,18
"10626","PUEBLA","21120","SECUNDARIA","GENERAL",1,0,0
"10627","PUEBLA","21120","SECUNDARIA","TELESECUNDARIA",3,306,11
"10628","PUEBLA","21121","PREESCOLAR","COMUNITARIO",2,30,3
"10629","PUEBLA","21121","PREESCOLAR","GENERAL",1,18,0
"10630","PUEBLA","21121","PREESCOLAR","INDÍGENA",1,11,0
"10631","PUEBLA","21121","PRIMARIA","GENERAL",4,130,3
"10632","PUEBLA","21121","SECUNDARIA","COMUNITARIO",1,16,2
"10633","PUEBLA","21121","SECUNDARIA","TELESECUNDARIA",1,64,2
"10634","PUEBLA","21122","PREESCOLAR","GENERAL",4,378,11
"10635","PUEBLA","21122","PRIMARIA","GENERAL",5,1176,42
"10636","PUEBLA","21122","SECUNDARIA","TELESECUNDARIA",2,532,18
"10637","PUEBLA","21123","PREESCOLAR","COMUNITARIO",2,19,2
"10638","PUEBLA","21123","PREESCOLAR","GENERAL",1,25,0
"10639","PUEBLA","21123","PREESCOLAR","INDÍGENA",5,148,5
"10640","PUEBLA","21123","PRIMARIA","COMUNITARIO",2,18,2
"10641","PUEBLA","21123","PRIMARIA","GENERAL",4,237,11
"10642","PUEBLA","21123","PRIMARIA","INDÍGENA",4,230,7
"10643","PUEBLA","21123","SECUNDARIA","TELESECUNDARIA",4,223,8
"10644","PUEBLA","21124","PREESCOLAR","GENERAL",1,161,6
"10645","PUEBLA","21124","PREESCOLAR","INDÍGENA",4,349,10
"10646","PUEBLA","21124","PRIMARIA","GENERAL",6,1619,52
"10647","PUEBLA","21124","PRIMARIA","INDÍGENA",1,194,7
"10648","PUEBLA","21124","SECUNDARIA","TÉCNICA",1,357,16
"10649","PUEBLA","21124","SECUNDARIA","TELESECUNDARIA",2,402,13
"10650","PUEBLA","21125","PREESCOLAR","GENERAL",4,357,11
"10651","PUEBLA","21125","PRIMARIA","GENERAL",3,1069,36
"10652","PUEBLA","21125","SECUNDARIA","TÉCNICA",1,309,11
"10653","PUEBLA","21125","SECUNDARIA","TELESECUNDARIA",1,169,7
"10654","PUEBLA","21126","PREESCOLAR","GENERAL",3,301,8
"10655","PUEBLA","21126","PRIMARIA","GENERAL",3,714,26
"10656","PUEBLA","21126","SECUNDARIA","GENERAL",1,109,6
"10657","PUEBLA","21126","SECUNDARIA","TELESECUNDARIA",1,76,4
"10658","PUEBLA","21127","PREESCOLAR","COMUNITARIO",1,3,1
"10659","PUEBLA","21127","PREESCOLAR","GENERAL",3,84,1
"10660","PUEBLA","21127","PREESCOLAR","INDÍGENA",3,43,0
"10661","PUEBLA","21127","PRIMARIA","GENERAL",6,296,11
"10662","PUEBLA","21127","PRIMARIA","INDÍGENA",3,40,0
"10663","PUEBLA","21127","SECUNDARIA","TELESECUNDARIA",3,128,7
"10664","PUEBLA","21128","PREESCOLAR","COMUNITARIO",3,50,3
"10665","PUEBLA","21128","PREESCOLAR","GENERAL",5,446,16
"10666","PUEBLA","21128","PRIMARIA","GENERAL",8,1659,55
"10667","PUEBLA","21128","SECUNDARIA","TÉCNICA",1,217,11
"10668","PUEBLA","21128","SECUNDARIA","TELESECUNDARIA",3,469,13
"10669","PUEBLA","21129","PREESCOLAR","GENERAL",1,74,2
"10670","PUEBLA","21129","PREESCOLAR","INDÍGENA",5,354,13
"10671","PUEBLA","21129","PRIMARIA","GENERAL",4,950,33
"10672","PUEBLA","21129","PRIMARIA","INDÍGENA",3,787,28
"10673","PUEBLA","21129","SECUNDARIA","GENERAL",1,87,6
"10674","PUEBLA","21129","SECUNDARIA","TELESECUNDARIA",5,532,17
"10675","PUEBLA","21130","PREESCOLAR","COMUNITARIO",2,11,2
"10676","PUEBLA","21130","PREESCOLAR","GENERAL",3,122,2
"10677","PUEBLA","21130","PRIMARIA","COMUNITARIO",1,4,1
"10678","PUEBLA","21130","PRIMARIA","GENERAL",3,374,12
"10679","PUEBLA","21130","SECUNDARIA","TELESECUNDARIA",3,139,6
"10680","PUEBLA","21131","PREESCOLAR","INDÍGENA",1,60,1
"10681","PUEBLA","21131","PRIMARIA","GENERAL",1,122,6
"10682","PUEBLA","21131","SECUNDARIA","TELESECUNDARIA",1,82,3
"10683","PUEBLA","21132","PREESCOLAR","GENERAL",38,4373,140
"10684","PUEBLA","21132","PRIMARIA","GENERAL",47,17062,561
"10685","PUEBLA","21132","SECUNDARIA","GENERAL",12,3802,154
"10686","PUEBLA","21132","SECUNDARIA","TÉCNICA",5,3505,94
"10687","PUEBLA","21132","SECUNDARIA","TELESECUNDARIA",7,1982,66
"10688","PUEBLA","21133","PREESCOLAR","GENERAL",1,57,1
"10689","PUEBLA","21133","PRIMARIA","GENERAL",1,122,5
"10690","PUEBLA","21133","SECUNDARIA","TELESECUNDARIA",1,45,2
"10691","PUEBLA","21134","PREESCOLAR","COMUNITARIO",1,4,1
"10692","PUEBLA","21134","PREESCOLAR","GENERAL",9,749,21
"10693","PUEBLA","21134","PRIMARIA","COMUNITARIO",2,17,2
"10694","PUEBLA","21134","PRIMARIA","GENERAL",8,2295,69
"10695","PUEBLA","21134","SECUNDARIA","GENERAL",1,359,13
"10696","PUEBLA","21134","SECUNDARIA","TELESECUNDARIA",4,456,23
"10697","PUEBLA","21135","PREESCOLAR","GENERAL",1,16,0
"10698","PUEBLA","21135","PRIMARIA","GENERAL",1,51,2
"10699","PUEBLA","21135","SECUNDARIA","TELESECUNDARIA",1,8,1
"10700","PUEBLA","21136","PREESCOLAR","GENERAL",3,663,19
"10701","PUEBLA","21136","PRIMARIA","GENERAL",3,1500,46
"10702","PUEBLA","21136","SECUNDARIA","GENERAL",1,74,3
"10703","PUEBLA","21136","SECUNDARIA","TÉCNICA",2,1464,32
"10704","PUEBLA","21136","SECUNDARIA","TELESECUNDARIA",1,262,11
"10705","PUEBLA","21137","PREESCOLAR","COMUNITARIO",4,80,5
"10706","PUEBLA","21137","PREESCOLAR","GENERAL",4,427,11
"10707","PUEBLA","21137","PREESCOLAR","INDÍGENA",1,45,1
"10708","PUEBLA","21137","PRIMARIA","COMUNITARIO",1,12,1
"10709","PUEBLA","21137","PRIMARIA","GENERAL",8,1288,43
"10710","PUEBLA","21137","SECUNDARIA","TELESECUNDARIA",4,464,19
"10711","PUEBLA","21138","PREESCOLAR","GENERAL",5,608,17
"10712","PUEBLA","21138","PRIMARIA","GENERAL",3,1422,46
"10713","PUEBLA","21138","SECUNDARIA","GENERAL",1,0,0
"10714","PUEBLA","21138","SECUNDARIA","TÉCNICA",1,337,8
"10715","PUEBLA","21138","SECUNDARIA","TELESECUNDARIA",2,334,13
"10716","PUEBLA","21139","PREESCOLAR","COMUNITARIO",2,11,2
"10717","PUEBLA","21139","PREESCOLAR","GENERAL",7,196,2
"10718","PUEBLA","21139","PRIMARIA","COMUNITARIO",1,5,1
"10719","PUEBLA","21139","PRIMARIA","GENERAL",9,389,13
"10720","PUEBLA","21139","SECUNDARIA","TELESECUNDARIA",4,99,5
"10721","PUEBLA","21140","PREESCOLAR","GENERAL",35,4898,151
"10722","PUEBLA","21140","PRIMARIA","GENERAL",38,13933,419
"10723","PUEBLA","21140","SECUNDARIA","GENERAL",16,6320,219
"10724","PUEBLA","21140","SECUNDARIA","TÉCNICA",1,140,5
"10725","PUEBLA","21140","SECUNDARIA","TELESECUNDARIA",8,1950,73
"10726","PUEBLA","21141","PREESCOLAR","GENERAL",6,151,2
"10727","PUEBLA","21141","PREESCOLAR","INDÍGENA",1,33,0
"10728","PUEBLA","21141","PRIMARIA","GENERAL",7,364,15
"10729","PUEBLA","21141","SECUNDARIA","TÉCNICA",1,161,8
"10730","PUEBLA","21141","SECUNDARIA","TELESECUNDARIA",1,57,2
"10731","PUEBLA","21142","PREESCOLAR","COMUNITARIO",1,7,1
"10732","PUEBLA","21142","PREESCOLAR","GENERAL",11,872,24
"10733","PUEBLA","21142","PREESCOLAR","INDÍGENA",1,29,0
"10734","PUEBLA","21142","PRIMARIA","COMUNITARIO",1,5,1
"10735","PUEBLA","21142","PRIMARIA","GENERAL",10,3660,120
