"","ent","cve","nivel","servicio","total","alumnos","docentes"
"9979","PUEBLA","21021","SECUNDARIA","TELESECUNDARIA",1,57,3
"9980","PUEBLA","21022","PREESCOLAR","COMUNITARIO",1,2,1
"9981","PUEBLA","21022","PREESCOLAR","GENERAL",6,460,10
"9982","PUEBLA","21022","PREESCOLAR","INDÍGENA",3,99,2
"9983","PUEBLA","21022","PRIMARIA","COMUNITARIO",1,8,1
"9984","PUEBLA","21022","PRIMARIA","GENERAL",10,1506,62
"9985","PUEBLA","21022","PRIMARIA","INDÍGENA",1,49,1
"9986","PUEBLA","21022","SECUNDARIA","COMUNITARIO",1,3,1
"9987","PUEBLA","21022","SECUNDARIA","TÉCNICA",1,300,11
"9988","PUEBLA","21022","SECUNDARIA","TELESECUNDARIA",5,306,11
"9989","PUEBLA","21023","PREESCOLAR","COMUNITARIO",6,63,7
"9990","PUEBLA","21023","PREESCOLAR","GENERAL",8,344,7
"9991","PUEBLA","21023","PRIMARIA","COMUNITARIO",3,36,3
"9992","PUEBLA","21023","PRIMARIA","GENERAL",9,1347,41
"9993","PUEBLA","21023","SECUNDARIA","COMUNITARIO",1,8,1
"9994","PUEBLA","21023","SECUNDARIA","TÉCNICA",1,144,8
"9995","PUEBLA","21023","SECUNDARIA","TELESECUNDARIA",6,322,12
"9996","PUEBLA","21024","PREESCOLAR","GENERAL",2,41,0
"9997","PUEBLA","21024","PRIMARIA","GENERAL",3,92,4
"9998","PUEBLA","21024","SECUNDARIA","TÉCNICA",1,49,3
"9999","PUEBLA","21024","SECUNDARIA","TELESECUNDARIA",1,6,0
"10000","PUEBLA","21025","PREESCOLAR","COMUNITARIO",6,49,6
"10001","PUEBLA","21025","PREESCOLAR","GENERAL",3,210,8
"10002","PUEBLA","21025","PREESCOLAR","INDÍGENA",6,174,3
"10003","PUEBLA","21025","PRIMARIA","COMUNITARIO",2,9,2
"10004","PUEBLA","21025","PRIMARIA","GENERAL",8,847,34
"10005","PUEBLA","21025","PRIMARIA","INDÍGENA",5,216,8
"10006","PUEBLA","21025","SECUNDARIA","GENERAL",2,295,16
"10007","PUEBLA","21025","SECUNDARIA","TELESECUNDARIA",5,175,9
"10008","PUEBLA","21026","PREESCOLAR","COMUNITARIO",1,13,1
"10009","PUEBLA","21026","PREESCOLAR","GENERAL",6,463,13
"10010","PUEBLA","21026","PRIMARIA","GENERAL",5,1467,43
"10011","PUEBLA","21026","SECUNDARIA","TELESECUNDARIA",4,698,30
"10012","PUEBLA","21027","PREESCOLAR","COMUNITARIO",5,37,5
"10013","PUEBLA","21027","PREESCOLAR","GENERAL",4,86,1
"10014","PUEBLA","21027","PREESCOLAR","INDÍGENA",2,44,0
"10015","PUEBLA","21027","PRIMARIA","COMUNITARIO",2,21,2
"10016","PUEBLA","21027","PRIMARIA","GENERAL",9,336,10
"10017","PUEBLA","21027","PRIMARIA","INDÍGENA",2,90,2
"10018","PUEBLA","21027","SECUNDARIA","COMUNITARIO",2,21,2
"10019","PUEBLA","21027","SECUNDARIA","TELESECUNDARIA",6,190,8
"10020","PUEBLA","21028","PREESCOLAR","COMUNITARIO",2,8,2
"10021","PUEBLA","21028","PREESCOLAR","INDÍGENA",2,115,5
"10022","PUEBLA","21028","PRIMARIA","COMUNITARIO",2,16,2
"10023","PUEBLA","21028","PRIMARIA","GENERAL",1,112,6
"10024","PUEBLA","21028","PRIMARIA","INDÍGENA",2,204,9
"10025","PUEBLA","21028","SECUNDARIA","COMUNITARIO",2,21,2
"10026","PUEBLA","21028","SECUNDARIA","TELESECUNDARIA",2,163,5
"10027","PUEBLA","21029","PREESCOLAR","GENERAL",1,64,2
"10028","PUEBLA","21029","PREESCOLAR","INDÍGENA",2,131,5
"10029","PUEBLA","21029","PRIMARIA","GENERAL",2,246,10
"10030","PUEBLA","21029","PRIMARIA","INDÍGENA",2,194,8
"10031","PUEBLA","21029","SECUNDARIA","GENERAL",1,239,9
"10032","PUEBLA","21030","PREESCOLAR","INDÍGENA",1,46,1
"10033","PUEBLA","21030","PRIMARIA","GENERAL",1,84,4
"10034","PUEBLA","21030","SECUNDARIA","TELESECUNDARIA",1,41,2
"10035","PUEBLA","21031","PREESCOLAR","COMUNITARIO",1,4,1
"10036","PUEBLA","21031","PREESCOLAR","GENERAL",3,125,2
"10037","PUEBLA","21031","PREESCOLAR","INDÍGENA",1,40,0
"10038","PUEBLA","21031","PRIMARIA","GENERAL",4,337,11
"10039","PUEBLA","21031","SECUNDARIA","TELESECUNDARIA",1,140,6
"10040","PUEBLA","21032","PREESCOLAR","COMUNITARIO",1,2,1
"10041","PUEBLA","21032","PREESCOLAR","GENERAL",3,57,0
"10042","PUEBLA","21032","PRIMARIA","COMUNITARIO",1,2,1
"10043","PUEBLA","21032","PRIMARIA","GENERAL",3,162,6
"10044","PUEBLA","21032","SECUNDARIA","TELESECUNDARIA",3,66,3
"10045","PUEBLA","21033","PREESCOLAR","GENERAL",3,195,5
"10046","PUEBLA","21033","PREESCOLAR","INDÍGENA",2,106,2
"10047","PUEBLA","21033","PRIMARIA","GENERAL",5,625,22
"10048","PUEBLA","21033","SECUNDARIA","TELESECUNDARIA",4,230,8
"10049","PUEBLA","21034","PREESCOLAR","GENERAL",13,1884,59
"10050","PUEBLA","21034","PRIMARIA","GENERAL",11,5336,158
"10051","PUEBLA","21034","SECUNDARIA","GENERAL",1,333,11
"10052","PUEBLA","21034","SECUNDARIA","TÉCNICA",2,1351,39
"10053","PUEBLA","21034","SECUNDARIA","TELESECUNDARIA",2,414,16
"10054","PUEBLA","21035","PREESCOLAR","COMUNITARIO",8,57,7
"10055","PUEBLA","21035","PREESCOLAR","GENERAL",12,556,14
"10056","PUEBLA","21035","PREESCOLAR","INDÍGENA",6,295,10
"10057","PUEBLA","21035","PRIMARIA","COMUNITARIO",4,36,4
"10058","PUEBLA","21035","PRIMARIA","GENERAL",17,2026,65
"10059","PUEBLA","21035","PRIMARIA","INDÍGENA",3,380,14
"10060","PUEBLA","21035","SECUNDARIA","COMUNITARIO",4,59,4
"10061","PUEBLA","21035","SECUNDARIA","GENERAL",2,606,23
"10062","PUEBLA","21035","SECUNDARIA","TÉCNICA",1,99,7
"10063","PUEBLA","21035","SECUNDARIA","TELESECUNDARIA",6,442,17
"10064","PUEBLA","21036","PREESCOLAR","COMUNITARIO",16,136,17
"10065","PUEBLA","21036","PREESCOLAR","INDÍGENA",26,531,2
"10066","PUEBLA","21036","PRIMARIA","COMUNITARIO",5,90,7
"10067","PUEBLA","21036","PRIMARIA","GENERAL",7,863,26
"10068","PUEBLA","21036","PRIMARIA","INDÍGENA",32,1367,21
"10069","PUEBLA","21036","SECUNDARIA","COMUNITARIO",4,58,4
"10070","PUEBLA","21036","SECUNDARIA","TELESECUNDARIA",13,776,28
"10071","PUEBLA","21037","PREESCOLAR","GENERAL",3,77,1
"10072","PUEBLA","21037","PREESCOLAR","INDÍGENA",1,20,0
"10073","PUEBLA","21037","PRIMARIA","GENERAL",4,244,7
"10074","PUEBLA","21037","SECUNDARIA","TELESECUNDARIA",2,115,4
"10075","PUEBLA","21038","PREESCOLAR","GENERAL",4,532,16
"10076","PUEBLA","21038","PRIMARIA","GENERAL",3,1395,37
"10077","PUEBLA","21038","SECUNDARIA","GENERAL",1,197,8
"10078","PUEBLA","21038","SECUNDARIA","TELESECUNDARIA",2,314,8
"10079","PUEBLA","21039","PREESCOLAR","COMUNITARIO",1,6,1
"10080","PUEBLA","21039","PREESCOLAR","GENERAL",5,169,2
"10081","PUEBLA","21039","PREESCOLAR","INDÍGENA",9,266,6
"10082","PUEBLA","21039","PRIMARIA","GENERAL",5,795,30
"10083","PUEBLA","21039","PRIMARIA","INDÍGENA",8,501,16
"10084","PUEBLA","21039","SECUNDARIA","GENERAL",1,234,14
"10085","PUEBLA","21039","SECUNDARIA","TELESECUNDARIA",5,275,11
"10086","PUEBLA","21040","PREESCOLAR","COMUNITARIO",4,48,4
"10087","PUEBLA","21040","PREESCOLAR","GENERAL",7,612,19
"10088","PUEBLA","21040","PRIMARIA","COMUNITARIO",2,12,2
"10089","PUEBLA","21040","PRIMARIA","GENERAL",7,1644,49
"10090","PUEBLA","21040","SECUNDARIA","COMUNITARIO",1,6,1
"10091","PUEBLA","21040","SECUNDARIA","TELESECUNDARIA",6,672,26
"10092","PUEBLA","21041","PREESCOLAR","GENERAL",24,3160,94
"10093","PUEBLA","21041","PRIMARIA","GENERAL",16,7869,215
"10094","PUEBLA","21041","SECUNDARIA","GENERAL",2,581,22
"10095","PUEBLA","21041","SECUNDARIA","TÉCNICA",4,3017,83
"10096","PUEBLA","21041","SECUNDARIA","TELESECUNDARIA",2,338,11
"10097","PUEBLA","21042","PREESCOLAR","COMUNITARIO",4,18,4
"10098","PUEBLA","21042","PREESCOLAR","GENERAL",1,18,0
"10099","PUEBLA","21042","PREESCOLAR","INDÍGENA",4,135,3
"10100","PUEBLA","21042","PRIMARIA","COMUNITARIO",3,20,3
"10101","PUEBLA","21042","PRIMARIA","GENERAL",9,338,9
"10102","PUEBLA","21042","SECUNDARIA","TELESECUNDARIA",5,195,7
"10103","PUEBLA","21043","PREESCOLAR","COMUNITARIO",53,540,49
"10104","PUEBLA","21043","PREESCOLAR","GENERAL",15,518,15
"10105","PUEBLA","21043","PREESCOLAR","INDÍGENA",34,1340,51
"10106","PUEBLA","21043","PRIMARIA","COMUNITARIO",25,334,25
"10107","PUEBLA","21043","PRIMARIA","GENERAL",35,3731,145
"10108","PUEBLA","21043","PRIMARIA","INDÍGENA",42,2289,79
"10109","PUEBLA","21043","SECUNDARIA","COMUNITARIO",10,109,10
"10110","PUEBLA","21043","SECUNDARIA","GENERAL",1,509,15
"10111","PUEBLA","21043","SECUNDARIA","TÉCNICA",1,65,3
"10112","PUEBLA","21043","SECUNDARIA","TELESECUNDARIA",25,2284,92
"10113","PUEBLA","21044","PREESCOLAR","COMUNITARIO",6,36,6
"10114","PUEBLA","21044","PREESCOLAR","GENERAL",13,694,15
"10115","PUEBLA","21044","PRIMARIA","GENERAL",17,2285,82
"10116","PUEBLA","21044","SECUNDARIA","GENERAL",1,0,0
"10117","PUEBLA","21044","SECUNDARIA","TÉCNICA",1,144,8
"10118","PUEBLA","21044","SECUNDARIA","TELESECUNDARIA",12,914,35
"10119","PUEBLA","21045","PREESCOLAR","COMUNITARIO",2,26,3
"10120","PUEBLA","21045","PREESCOLAR","GENERAL",28,1805,47
"10121","PUEBLA","21045","PRIMARIA","COMUNITARIO",2,22,2
"10122","PUEBLA","21045","PRIMARIA","GENERAL",29,5461,173
"10123","PUEBLA","21045","SECUNDARIA","COMUNITARIO",1,5,1
"10124","PUEBLA","21045","SECUNDARIA","GENERAL",5,1201,69
"10125","PUEBLA","21045","SECUNDARIA","TÉCNICA",2,1388,28
"10126","PUEBLA","21045","SECUNDARIA","TELESECUNDARIA",11,850,32
"10127","PUEBLA","21046","PREESCOLAR","COMUNITARIO",1,9,1
"10128","PUEBLA","21046","PREESCOLAR","GENERAL",1,142,5
"10129","PUEBLA","21046","PREESCOLAR","INDÍGENA",2,105,3
"10130","PUEBLA","21046","PRIMARIA","GENERAL",5,1018,30
"10131","PUEBLA","21046","SECUNDARIA","COMUNITARIO",1,0,0
"10132","PUEBLA","21046","SECUNDARIA","TELESECUNDARIA",3,536,20
"10133","PUEBLA","21047","PREESCOLAR","COMUNITARIO",11,103,11
"10134","PUEBLA","21047","PREESCOLAR","GENERAL",15,1007,29
"10135","PUEBLA","21047","PRIMARIA","COMUNITARIO",2,0,0
"10136","PUEBLA","21047","PRIMARIA","GENERAL",29,2522,110
"10137","PUEBLA","21047","SECUNDARIA","COMUNITARIO",2,31,2
"10138","PUEBLA","21047","SECUNDARIA","GENERAL",3,557,41
"10139","PUEBLA","21047","SECUNDARIA","TELESECUNDARIA",14,686,29
"10140","PUEBLA","21048","PREESCOLAR","GENERAL",11,771,21
"10141","PUEBLA","21048","PRIMARIA","GENERAL",8,2274,75
"10142","PUEBLA","21048","SECUNDARIA","TÉCNICA",1,229,9
"10143","PUEBLA","21048","SECUNDARIA","TELESECUNDARIA",5,879,39
"10144","PUEBLA","21049","PREESCOLAR","COMUNITARIO",10,97,11
"10145","PUEBLA","21049","PREESCOLAR","GENERAL",1,63,2
"10146","PUEBLA","21049","PREESCOLAR","INDÍGENA",12,732,23
"10147","PUEBLA","21049","PRIMARIA","COMUNITARIO",2,32,3
"10148","PUEBLA","21049","PRIMARIA","GENERAL",9,1627,48
"10149","PUEBLA","21049","PRIMARIA","INDÍGENA",13,1177,36
"10150","PUEBLA","21049","SECUNDARIA","COMUNITARIO",5,45,5
"10151","PUEBLA","21049","SECUNDARIA","TÉCNICA",1,203,4
"10152","PUEBLA","21049","SECUNDARIA","TELESECUNDARIA",9,1119,39
"10153","PUEBLA","21050","PREESCOLAR","COMUNITARIO",19,183,20
"10154","PUEBLA","21050","PREESCOLAR","INDÍGENA",21,907,21
"10155","PUEBLA","21050","PRIMARIA","COMUNITARIO",5,69,6
"10156","PUEBLA","21050","PRIMARIA","GENERAL",18,2532,79
"10157","PUEBLA","21050","PRIMARIA","INDÍGENA",15,1364,42
"10158","PUEBLA","21050","SECUNDARIA","COMUNITARIO",1,34,1
"10159","PUEBLA","21050","SECUNDARIA","TELESECUNDARIA",19,1703,55
"10160","PUEBLA","21051","PREESCOLAR","COMUNITARIO",7,62,7
"10161","PUEBLA","21051","PREESCOLAR","GENERAL",26,1627,44
"10162","PUEBLA","21051","PRIMARIA","COMUNITARIO",3,7,3
"10163","PUEBLA","21051","PRIMARIA","GENERAL",32,4378,165
"10164","PUEBLA","21051","SECUNDARIA","COMUNITARIO",1,7,1
"10165","PUEBLA","21051","SECUNDARIA","GENERAL",3,474,28
"10166","PUEBLA","21051","SECUNDARIA","TÉCNICA",1,318,15
"10167","PUEBLA","21051","SECUNDARIA","TELESECUNDARIA",16,1041,48
"10168","PUEBLA","21052","PREESCOLAR","GENERAL",1,54,1
"10169","PUEBLA","21052","PRIMARIA","GENERAL",1,111,5
"10170","PUEBLA","21052","SECUNDARIA","TELESECUNDARIA",1,54,2
"10171","PUEBLA","21053","PREESCOLAR","COMUNITARIO",26,323,30
"10172","PUEBLA","21053","PREESCOLAR","GENERAL",46,3190,82
"10173","PUEBLA","21053","PRIMARIA","COMUNITARIO",5,50,6
"10174","PUEBLA","21053","PRIMARIA","GENERAL",63,8462,281
"10175","PUEBLA","21053","SECUNDARIA","COMUNITARIO",3,20,3
"10176","PUEBLA","21053","SECUNDARIA","GENERAL",5,770,40
"10177","PUEBLA","21053","SECUNDARIA","TÉCNICA",1,634,15
"10178","PUEBLA","21053","SECUNDARIA","TELESECUNDARIA",33,2466,105
"10179","PUEBLA","21054","PREESCOLAR","COMUNITARIO",1,8,1
"10180","PUEBLA","21054","PREESCOLAR","GENERAL",7,416,10
"10181","PUEBLA","21054","PREESCOLAR","INDÍGENA",18,1288,36
"10182","PUEBLA","21054","PRIMARIA","GENERAL",11,3150,104
"10183","PUEBLA","21054","PRIMARIA","INDÍGENA",12,1171,41
"10184","PUEBLA","21054","SECUNDARIA","GENERAL",2,1542,44
"10185","PUEBLA","21054","SECUNDARIA","TELESECUNDARIA",6,924,31
"10186","PUEBLA","21055","PREESCOLAR","COMUNITARIO",3,14,3
"10187","PUEBLA","21055","PREESCOLAR","GENERAL",6,270,5
"10188","PUEBLA","21055","PRIMARIA","COMUNITARIO",4,34,4
"10189","PUEBLA","21055","PRIMARIA","GENERAL",6,537,21
"10190","PUEBLA","21055","SECUNDARIA","COMUNITARIO",1,8,1
"10191","PUEBLA","21055","SECUNDARIA","GENERAL",1,157,5
"10192","PUEBLA","21055","SECUNDARIA","TELESECUNDARIA",2,102,4
"10193","PUEBLA","21056","PREESCOLAR","GENERAL",2,72,1
"10194","PUEBLA","21056","PRIMARIA","GENERAL",2,130,6
"10195","PUEBLA","21056","SECUNDARIA","TELESECUNDARIA",2,59,3
"10196","PUEBLA","21057","PREESCOLAR","COMUNITARIO",2,19,2
"10197","PUEBLA","21057","PREESCOLAR","GENERAL",6,376,9
"10198","PUEBLA","21057","PREESCOLAR","INDÍGENA",2,90,2
"10199","PUEBLA","21057","PRIMARIA","GENERAL",11,939,36
"10200","PUEBLA","21057","PRIMARIA","INDÍGENA",1,179,7
"10201","PUEBLA","21057","SECUNDARIA","COMUNITARIO",1,11,1
"10202","PUEBLA","21057","SECUNDARIA","GENERAL",1,197,6
"10203","PUEBLA","21057","SECUNDARIA","TELESECUNDARIA",5,343,13
"10204","PUEBLA","21058","PREESCOLAR","COMUNITARIO",8,74,8
"10205","PUEBLA","21058","PREESCOLAR","GENERAL",3,113,3
"10206","PUEBLA","21058","PREESCOLAR","INDÍGENA",15,858,24
"10207","PUEBLA","21058","PRIMARIA","COMUNITARIO",4,41,4
"10208","PUEBLA","21058","PRIMARIA","GENERAL",6,1781,58
"10209","PUEBLA","21058","PRIMARIA","INDÍGENA",13,1306,47
"10210","PUEBLA","21058","SECUNDARIA","COMUNITARIO",3,35,3
"10211","PUEBLA","21058","SECUNDARIA","TÉCNICA",1,178,7
"10212","PUEBLA","21058","SECUNDARIA","TELESECUNDARIA",11,1115,34
"10213","PUEBLA","21059","PREESCOLAR","COMUNITARIO",2,9,2
"10214","PUEBLA","21059","PREESCOLAR","GENERAL",5,146,2
"10215","PUEBLA","21059","PRIMARIA","COMUNITARIO",1,4,1
"10216","PUEBLA","21059","PRIMARIA","GENERAL",5,301,10
"10217","PUEBLA","21059","SECUNDARIA","GENERAL",1,152,8
"10218","PUEBLA","21059","SECUNDARIA","TELESECUNDARIA",1,19,1
"10219","PUEBLA","21060","PREESCOLAR","GENERAL",3,308,9
"10220","PUEBLA","21060","PRIMARIA","GENERAL",2,1001,31
"10221","PUEBLA","21060","SECUNDARIA","TELESECUNDARIA",2,426,15
"10222","PUEBLA","21061","PREESCOLAR","COMUNITARIO",19,211,21
"10223","PUEBLA","21061","PREESCOLAR","INDÍGENA",16,391,5
"10224","PUEBLA","21061","PRIMARIA","COMUNITARIO",6,120,9
"10225","PUEBLA","21061","PRIMARIA","GENERAL",9,718,23
"10226","PUEBLA","21061","PRIMARIA","INDÍGENA",19,1331,25
"10227","PUEBLA","21061","SECUNDARIA","COMUNITARIO",5,45,4
"10228","PUEBLA","21061","SECUNDARIA","GENERAL",1,214,10
"10229","PUEBLA","21061","SECUNDARIA","TELESECUNDARIA",8,481,17
"10230","PUEBLA","21062","PREESCOLAR","COMUNITARIO",2,19,1
"10231","PUEBLA","21062","PREESCOLAR","GENERAL",2,182,6
"10232","PUEBLA","21062","PREESCOLAR","INDÍGENA",3,79,0
"10233","PUEBLA","21062","PRIMARIA","GENERAL",7,549,23
"10234","PUEBLA","21062","PRIMARIA","INDÍGENA",1,20,0
"10235","PUEBLA","21062","SECUNDARIA","TELESECUNDARIA",2,238,12
"10236","PUEBLA","21063","PREESCOLAR","COMUNITARIO",5,50,5
"10237","PUEBLA","21063","PREESCOLAR","GENERAL",8,563,16
"10238","PUEBLA","21063","PRIMARIA","COMUNITARIO",1,7,1
"10239","PUEBLA","21063","PRIMARIA","GENERAL",13,1867,53
"10240","PUEBLA","21063","SECUNDARIA","COMUNITARIO",1,0,0
"10241","PUEBLA","21063","SECUNDARIA","GENERAL",1,668,19
"10242","PUEBLA","21063","SECUNDARIA","TELESECUNDARIA",2,176,4
"10243","PUEBLA","21064","PREESCOLAR","COMUNITARIO",9,94,9
"10244","PUEBLA","21064","PREESCOLAR","GENERAL",19,624,11
"10245","PUEBLA","21064","PREESCOLAR","INDÍGENA",1,76,2
"10246","PUEBLA","21064","PRIMARIA","COMUNITARIO",2,19,2
"10247","PUEBLA","21064","PRIMARIA","GENERAL",29,1973,71
"10248","PUEBLA","21064","SECUNDARIA","GENERAL",1,235,12
"10249","PUEBLA","21064","SECUNDARIA","TELESECUNDARIA",15,778,29
"10250","PUEBLA","21065","PREESCOLAR","COMUNITARIO",2,28,3
"10251","PUEBLA","21065","PREESCOLAR","GENERAL",7,782,24
"10252","PUEBLA","21065","PREESCOLAR","INDÍGENA",1,36,1
"10253","PUEBLA","21065","PRIMARIA","COMUNITARIO",1,20,2
"10254","PUEBLA","21065","PRIMARIA","GENERAL",9,2893,89
"10255","PUEBLA","21065","SECUNDARIA","COMUNITARIO",1,12,1
"10256","PUEBLA","21065","SECUNDARIA","TELESECUNDARIA",3,953,30
"10257","PUEBLA","21066","PREESCOLAR","COMUNITARIO",3,13,2
"10258","PUEBLA","21066","PREESCOLAR","GENERAL",11,347,5
"10259","PUEBLA","21066","PREESCOLAR","INDÍGENA",1,31,1
"10260","PUEBLA","21066","PRIMARIA","GENERAL",13,740,33
"10261","PUEBLA","21066","SECUNDARIA","GENERAL",1,68,5
"10262","PUEBLA","21066","SECUNDARIA","TELESECUNDARIA",9,284,15
"10263","PUEBLA","21067","PREESCOLAR","COMUNITARIO",2,29,3
"10264","PUEBLA","21067","PREESCOLAR","GENERAL",9,641,17
"10265","PUEBLA","21067","PREESCOLAR","INDÍGENA",3,153,4
"10266","PUEBLA","21067","PRIMARIA","COMUNITARIO",1,12,1
"10267","PUEBLA","21067","PRIMARIA","GENERAL",11,2244,80
"10268","PUEBLA","21067","PRIMARIA","INDÍGENA",2,171,6
"10269","PUEBLA","21067","SECUNDARIA","GENERAL",2,370,13
"10270","PUEBLA","21067","SECUNDARIA","TELESECUNDARIA",7,738,26
"10271","PUEBLA","21068","PREESCOLAR","COMUNITARIO",4,13,4
"10272","PUEBLA","21068","PREESCOLAR","GENERAL",1,77,2
"10273","PUEBLA","21068","PREESCOLAR","INDÍGENA",12,300,5
"10274","PUEBLA","21068","PRIMARIA","COMUNITARIO",4,33,4
"10275","PUEBLA","21068","PRIMARIA","GENERAL",3,335,13
"10276","PUEBLA","21068","PRIMARIA","INDÍGENA",12,619,21
"10277","PUEBLA","21068","SECUNDARIA","COMUNITARIO",3,39,3
"10278","PUEBLA","21068","SECUNDARIA","TELESECUNDARIA",6,497,18
"10279","PUEBLA","21069","PREESCOLAR","COMUNITARIO",8,123,10
"10280","PUEBLA","21069","PREESCOLAR","GENERAL",13,967,26
"10281","PUEBLA","21069","PREESCOLAR","INDÍGENA",4,107,1
"10282","PUEBLA","21069","PRIMARIA","COMUNITARIO",1,24,1
"10283","PUEBLA","21069","PRIMARIA","GENERAL",25,3239,114
"10284","PUEBLA","21069","SECUNDARIA","COMUNITARIO",2,24,2
"10285","PUEBLA","21069","SECUNDARIA","TÉCNICA",3,903,35
"10286","PUEBLA","21069","SECUNDARIA","TELESECUNDARIA",9,471,24
"10287","PUEBLA","21070","PREESCOLAR","COMUNITARIO",4,24,3
"10288","PUEBLA","21070","PREESCOLAR","INDÍGENA",13,283,2
"10289","PUEBLA","21070","PRIMARIA","COMUNITARIO",2,15,2
"10290","PUEBLA","21070","PRIMARIA","GENERAL",11,495,14
"10291","PUEBLA","21070","PRIMARIA","INDÍGENA",3,170,6
"10292","PUEBLA","21070","SECUNDARIA","TELESECUNDARIA",7,378,16
"10293","PUEBLA","21071","PREESCOLAR","COMUNITARIO",14,164,16
"10294","PUEBLA","21071","PREESCOLAR","GENERAL",39,3210,107
"10295","PUEBLA","21071","PREESCOLAR","INDÍGENA",17,1243,42
"10296","PUEBLA","21071","PRIMARIA","COMUNITARIO",7,80,8
"10297","PUEBLA","21071","PRIMARIA","GENERAL",38,9925,316
"10298","PUEBLA","21071","PRIMARIA","INDÍGENA",18,2060,79
"10299","PUEBLA","21071","SECUNDARIA","COMUNITARIO",2,32,3
"10300","PUEBLA","21071","SECUNDARIA","GENERAL",8,3948,138
"10301","PUEBLA","21071","SECUNDARIA","TÉCNICA",2,542,17
"10302","PUEBLA","21071","SECUNDARIA","TELESECUNDARIA",23,2262,82
"10303","PUEBLA","21072","PREESCOLAR","COMUNITARIO",1,23,1
"10304","PUEBLA","21072","PREESCOLAR","GENERAL",3,122,2
"10305","PUEBLA","21072","PREESCOLAR","INDÍGENA",16,615,19
"10306","PUEBLA","21072","PRIMARIA","GENERAL",7,1245,54
"10307","PUEBLA","21072","PRIMARIA","INDÍGENA",8,1058,46
"10308","PUEBLA","21072","SECUNDARIA","TELESECUNDARIA",9,1132,42
"10309","PUEBLA","21073","PREESCOLAR","COMUNITARIO",2,9,2
"10310","PUEBLA","21073","PREESCOLAR","GENERAL",7,454,11
"10311","PUEBLA","21073","PRIMARIA","COMUNITARIO",1,14,1
"10312","PUEBLA","21073","PRIMARIA","GENERAL",8,1099,49
"10313","PUEBLA","21073","SECUNDARIA","COMUNITARIO",1,0,0
"10314","PUEBLA","21073","SECUNDARIA","GENERAL",1,168,8
"10315","PUEBLA","21073","SECUNDARIA","TELESECUNDARIA",3,346,18
"10316","PUEBLA","21074","PREESCOLAR","COMUNITARIO",3,35,3
"10317","PUEBLA","21074","PREESCOLAR","GENERAL",26,3475,103
"10318","PUEBLA","21074","PRIMARIA","COMUNITARIO",2,30,3
"10319","PUEBLA","21074","PRIMARIA","GENERAL",26,9775,281
"10320","PUEBLA","21074","SECUNDARIA","COMUNITARIO",1,5,1
"10321","PUEBLA","21074","SECUNDARIA","GENERAL",6,4025,108
"10322","PUEBLA","21074","SECUNDARIA","TÉCNICA",1,261,3
"10323","PUEBLA","21074","SECUNDARIA","TELESECUNDARIA",8,834,35
"10324","PUEBLA","21075","PREESCOLAR","COMUNITARIO",4,40,4
"10325","PUEBLA","21075","PREESCOLAR","GENERAL",2,210,7
"10326","PUEBLA","21075","PREESCOLAR","INDÍGENA",10,523,14
"10327","PUEBLA","21075","PRIMARIA","GENERAL",7,1589,54
"10328","PUEBLA","21075","PRIMARIA","INDÍGENA",7,333,10
"10329","PUEBLA","21075","SECUNDARIA","TELESECUNDARIA",6,736,24
"10330","PUEBLA","21076","PREESCOLAR","COMUNITARIO",31,194,29
"10331","PUEBLA","21076","PREESCOLAR","GENERAL",23,770,12
"10332","PUEBLA","21076","PREESCOLAR","INDÍGENA",12,283,3
"10333","PUEBLA","21076","PRIMARIA","COMUNITARIO",12,100,11
"10334","PUEBLA","21076","PRIMARIA","GENERAL",39,2925,107
"10335","PUEBLA","21076","PRIMARIA","INDÍGENA",14,474,10
"10336","PUEBLA","21076","SECUNDARIA","COMUNITARIO",1,8,1
"10337","PUEBLA","21076","SECUNDARIA","GENERAL",1,189,8
"10338","PUEBLA","21076","SECUNDARIA","TELESECUNDARIA",25,1439,69
"10339","PUEBLA","21077","PREESCOLAR","COMUNITARIO",6,53,6
"10340","PUEBLA","21077","PREESCOLAR","GENERAL",1,27,0
"10341","PUEBLA","21077","PREESCOLAR","INDÍGENA",7,203,2
"10342","PUEBLA","21077","PRIMARIA","COMUNITARIO",2,12,2
"10343","PUEBLA","21077","PRIMARIA","GENERAL",2,204,11
"10344","PUEBLA","21077","PRIMARIA","INDÍGENA",9,486,15
"10345","PUEBLA","21077","SECUNDARIA","COMUNITARIO",1,17,1
"10346","PUEBLA","21077","SECUNDARIA","TELESECUNDARIA",4,311,12
"10347","PUEBLA","21078","PREESCOLAR","COMUNITARIO",4,44,4
"10348","PUEBLA","21078","PREESCOLAR","GENERAL",9,342,3
"10349","PUEBLA","21078","PREESCOLAR","INDÍGENA",10,373,9
"10350","PUEBLA","21078","PRIMARIA","COMUNITARIO",1,17,1
"10351","PUEBLA","21078","PRIMARIA","GENERAL",10,1388,45
"10352","PUEBLA","21078","PRIMARIA","INDÍGENA",10,963,27
"10353","PUEBLA","21078","SECUNDARIA","COMUNITARIO",1,8,1
"10354","PUEBLA","21078","SECUNDARIA","GENERAL",1,162,8
"10355","PUEBLA","21078","SECUNDARIA","TÉCNICA",1,341,10
"10356","PUEBLA","21078","SECUNDARIA","TELESECUNDARIA",2,299,10
